,Place,Term,Suffix,First_Letter,First_Two_Letter,First_Three_Letter,First_Four_Letter,Last_Letter,Last_Two_Letter,Last_Three_Letter,Last_Four_Letter,First_Letter_Type,Last_Letter_Type,Length,Second_Letter,Second_Letter_Type,Third_Letter,Third_Letter_Type,Fourth_Letter,Fourth_Letter_Type,Second_Last_Letter,Second_Last_Letter_Type,Third_Last_Letter,Third_Last_Letter_Type,Fourth_Last_Letter,Fourth_Last_Letter_Type
2359,Legnica,Legnicans,ns,L,Le,Leg,Legn,a,ca,ica,nica,consanent,vowel,7,e,vowel,g,consanent,n,consanent,c,consanent,i,vowel,n,consanent
2360,Leipzig,Leipzigers,ers,L,Le,Lei,Leip,g,ig,zig,pzig,consanent,consanent,7,e,vowel,i,vowel,p,consanent,i,vowel,z,consanent,p,consanent
2361,Leirvik,Leirvikinger,inger,L,Le,Lei,Leir,k,ik,vik,rvik,consanent,consanent,7,e,vowel,i,vowel,r,consanent,i,vowel,v,consanent,r,consanent
2362,Leixlip,Leixlipians,ians,L,Le,Lei,Leix,p,ip,lip,xlip,consanent,consanent,7,e,vowel,i,vowel,x,consanent,i,vowel,l,consanent,x,consanent
2363,Lemba,Lembans,ns,L,Le,Lem,Lemb,a,ba,mba,emba,consanent,vowel,5,e,vowel,m,consanent,b,consanent,b,consanent,m,consanent,e,vowel
2364,Lempira,Lempiranos,nos,L,Le,Lem,Lemp,a,ra,ira,pira,consanent,vowel,7,e,vowel,m,consanent,p,consanent,r,consanent,i,vowel,p,consanent
2365,Lenkaran,Lenkaranlilar,lilar,L,Le,Len,Lenk,n,an,ran,aran,consanent,consanent,8,e,vowel,n,consanent,k,consanent,a,vowel,r,consanent,a,vowel
2366,Leoben,Leobeners,ers,L,Le,Leo,Leob,n,en,ben,oben,consanent,consanent,6,e,vowel,o,vowel,b,consanent,e,vowel,b,consanent,o,vowel
2367,Leonding,Leondingers,ers,L,Le,Leo,Leon,g,ng,ing,ding,consanent,consanent,8,e,vowel,o,vowel,n,consanent,n,consanent,i,vowel,d,consanent
2368,Leshan,Leshaner,er,L,Le,Les,Lesh,n,an,han,shan,consanent,consanent,6,e,vowel,s,consanent,h,consanent,a,vowel,h,consanent,s,consanent
2369,Lethem,Lethemites,ites,L,Le,Let,Leth,m,em,hem,them,consanent,consanent,6,e,vowel,t,consanent,h,consanent,e,vowel,h,consanent,t,consanent
2370,Leticia,Leticianos,nos,L,Le,Let,Leti,a,ia,cia,icia,consanent,vowel,7,e,vowel,t,consanent,i,vowel,i,vowel,c,consanent,i,vowel
2371,Leverkusen,Leverkuseners,ers,L,Le,Lev,Leve,n,en,sen,usen,consanent,consanent,10,e,vowel,v,consanent,e,vowel,e,vowel,s,consanent,u,vowel
2372,Levoca,Levocans,ns,L,Le,Lev,Levo,a,ca,oca,voca,consanent,vowel,6,e,vowel,v,consanent,o,vowel,c,consanent,o,vowel,v,consanent
2373,Lexington,Lexingtonians,ians,L,Le,Lex,Lexi,n,on,ton,gton,consanent,consanent,9,e,vowel,x,consanent,i,vowel,o,vowel,t,consanent,g,consanent
2374,Lhasa,Lhasanese,nese,L,Lh,Lha,Lhas,a,sa,asa,hasa,consanent,vowel,5,h,consanent,a,vowel,s,consanent,s,consanent,a,vowel,h,consanent
2375,Lhuentse,Lhuentsens,ns,L,Lh,Lhu,Lhue,e,se,tse,ntse,consanent,vowel,8,h,consanent,u,vowel,e,vowel,s,consanent,t,consanent,n,consanent
2376,Lhuntse,Lhuntseans,ans,L,Lh,Lhu,Lhun,e,se,tse,ntse,consanent,vowel,7,h,consanent,u,vowel,n,consanent,s,consanent,t,consanent,n,consanent
2377,Liaoyang,Liaoyanger,er,L,Li,Lia,Liao,g,ng,ang,yang,consanent,consanent,8,i,vowel,a,vowel,o,vowel,n,consanent,a,vowel,y,consanent
2378,Liaoyuan,Liaoyuaner,er,L,Li,Lia,Liao,n,an,uan,yuan,consanent,consanent,8,i,vowel,a,vowel,o,vowel,a,vowel,u,vowel,y,consanent
2379,Liberec,Liberecans,ans,L,Li,Lib,Libe,c,ec,rec,erec,consanent,consanent,7,i,vowel,b,consanent,e,vowel,e,vowel,r,consanent,e,vowel
2380,Liberia,Liberianos,nos,L,Li,Lib,Libe,a,ia,ria,eria,consanent,vowel,7,i,vowel,b,consanent,e,vowel,i,vowel,r,consanent,e,vowel
2381,Liberta,Libertans,ns,L,Li,Lib,Libe,a,ta,rta,erta,consanent,vowel,7,i,vowel,b,consanent,e,vowel,t,consanent,r,consanent,e,vowel
2382,Liberta Village,Liberta Villagers,rs,L,Li,Lib,Libe,e,ge,age,lage,consanent,vowel,15,i,vowel,b,consanent,e,vowel,g,consanent,a,vowel,l,consanent
2383,Librazhd,Librazhdas,as,L,Li,Lib,Libr,d,hd,zhd,azhd,consanent,consanent,8,i,vowel,b,consanent,r,consanent,h,consanent,z,consanent,a,vowel
2384,Lichinga,Lichingans,ns,L,Li,Lic,Lich,a,ga,nga,inga,consanent,vowel,8,i,vowel,c,consanent,h,consanent,g,consanent,n,consanent,i,vowel
2385,Lidkoping,Lidkopingsians,sians,L,Li,Lid,Lidk,g,ng,ing,ping,consanent,consanent,9,i,vowel,d,consanent,k,consanent,n,consanent,i,vowel,p,consanent
2386,Lienz,Lienzers,ers,L,Li,Lie,Lien,z,nz,enz,ienz,consanent,consanent,5,i,vowel,e,vowel,n,consanent,n,consanent,e,vowel,i,vowel
2387,Liepaja,Liepajans,ns,L,Li,Lie,Liep,a,ja,aja,paja,consanent,vowel,7,i,vowel,e,vowel,p,consanent,j,consanent,a,vowel,p,consanent
2388,Liestal,Liestaler,er,L,Li,Lie,Lies,l,al,tal,stal,consanent,consanent,7,i,vowel,e,vowel,s,consanent,a,vowel,t,consanent,s,consanent
2389,Likasi,Likasiens,ens,L,Li,Lik,Lika,i,si,asi,kasi,consanent,vowel,6,i,vowel,k,consanent,a,vowel,s,consanent,a,vowel,k,consanent
2390,Lilongwe,Lilongweans,ans,L,Li,Lil,Lilo,e,we,gwe,ngwe,consanent,vowel,8,i,vowel,l,consanent,o,vowel,w,consanent,g,consanent,n,consanent
2391,Lim Chu Kang,Lim Chu Kangans,ans,L,Li,Lim,Lim ,g,ng,ang,Kang,consanent,consanent,12,i,vowel,m,consanent, ,consanent,n,consanent,a,vowel,K,consanent
2392,Limassol,Limassolians,ians,L,Li,Lim,Lima,l,ol,sol,ssol,consanent,consanent,8,i,vowel,m,consanent,a,vowel,o,vowel,s,consanent,s,consanent
2393,Limbazi,Limbazians,ans,L,Li,Lim,Limb,i,zi,azi,bazi,consanent,vowel,7,i,vowel,m,consanent,b,consanent,z,consanent,a,vowel,b,consanent
2394,Limbe,Limbeois,ois,L,Li,Lim,Limb,e,be,mbe,imbe,consanent,vowel,5,i,vowel,m,consanent,b,consanent,b,consanent,m,consanent,i,vowel
2395,Limburg,Limburger,er,L,Li,Lim,Limb,g,rg,urg,burg,consanent,consanent,7,i,vowel,m,consanent,b,consanent,r,consanent,u,vowel,b,consanent
2396,Limerick,Limerickians,ians,L,Li,Lim,Lime,k,ck,ick,rick,consanent,consanent,8,i,vowel,m,consanent,e,vowel,c,consanent,i,vowel,r,consanent
2397,Limon,Limonenses,enses,L,Li,Lim,Limo,n,on,mon,imon,consanent,consanent,5,i,vowel,m,consanent,o,vowel,o,vowel,m,consanent,i,vowel
2398,Lincoln,Lincolnites,ites,L,Li,Lin,Linc,n,ln,oln,coln,consanent,consanent,7,i,vowel,n,consanent,c,consanent,l,consanent,o,vowel,c,consanent
2399,Linden,Lindeners,ers,L,Li,Lin,Lind,n,en,den,nden,consanent,consanent,6,i,vowel,n,consanent,d,consanent,e,vowel,d,consanent,n,consanent
2400,Lindi,Lindians,ans,L,Li,Lin,Lind,i,di,ndi,indi,consanent,vowel,5,i,vowel,n,consanent,d,consanent,d,consanent,n,consanent,i,vowel
2401,Linkoping,Linkopings,s,L,Li,Lin,Link,g,ng,ing,ping,consanent,consanent,9,i,vowel,n,consanent,k,consanent,n,consanent,i,vowel,p,consanent
2402,Linyi,Linyier,er,L,Li,Lin,Liny,i,yi,nyi,inyi,consanent,vowel,5,i,vowel,n,consanent,y,consanent,y,consanent,n,consanent,i,vowel
2403,Linz,Linzers,ers,L,Li,Lin,Linz,z,nz,inz,Linz,consanent,consanent,4,i,vowel,n,consanent,z,consanent,n,consanent,i,vowel,L,consanent
2404,Lipa,Lipaenos,enos,L,Li,Lip,Lipa,a,pa,ipa,Lipa,consanent,vowel,4,i,vowel,p,consanent,a,vowel,p,consanent,i,vowel,L,consanent
2405,Lipetsk,Lipetskans,ans,L,Li,Lip,Lipe,k,sk,tsk,etsk,consanent,consanent,7,i,vowel,p,consanent,e,vowel,s,consanent,t,consanent,e,vowel
2406,Liptovsky Mikulas,Liptovsky Mikulasans,ans,L,Li,Lip,Lipt,s,as,las,ulas,consanent,consanent,17,i,vowel,p,consanent,t,consanent,a,vowel,l,consanent,u,vowel
2407,Liquica,Liquicans,ns,L,Li,Liq,Liqu,a,ca,ica,uica,consanent,vowel,7,i,vowel,q,consanent,u,vowel,c,consanent,i,vowel,u,vowel
2408,Lira,Lirans,ns,L,Li,Lir,Lira,a,ra,ira,Lira,consanent,vowel,4,i,vowel,r,consanent,a,vowel,r,consanent,i,vowel,L,consanent
2409,Lisburn,Lisburner,er,L,Li,Lis,Lisb,n,rn,urn,burn,consanent,consanent,7,i,vowel,s,consanent,b,consanent,r,consanent,u,vowel,b,consanent
2410,Listowel,Listowelites,ites,L,Li,Lis,List,l,el,wel,owel,consanent,consanent,8,i,vowel,s,consanent,t,consanent,e,vowel,w,consanent,o,vowel
2411,Littau,Littauers,ers,L,Li,Lit,Litt,u,au,tau,ttau,consanent,vowel,6,i,vowel,t,consanent,t,consanent,a,vowel,t,consanent,t,consanent
2412,Little Jost Van Dyke,Little Jost Van Dykers,rs,L,Li,Lit,Litt,e,ke,yke,Dyke,consanent,vowel,20,i,vowel,t,consanent,t,consanent,k,consanent,y,consanent,D,consanent
2413,Little Rock,Little Rockers,ers,L,Li,Lit,Litt,k,ck,ock,Rock,consanent,consanent,11,i,vowel,t,consanent,t,consanent,c,consanent,o,vowel,R,consanent
2414,Little Thatch,Little Thatch Islanders,islanders,L,Li,Lit,Litt,h,ch,tch,atch,consanent,consanent,13,i,vowel,t,consanent,t,consanent,c,consanent,t,consanent,a,vowel
2415,Little Tobago,Little Tobago Islanders,islanders,L,Li,Lit,Litt,o,go,ago,bago,consanent,vowel,13,i,vowel,t,consanent,t,consanent,g,consanent,a,vowel,b,consanent
2416,Little Water Cay,Little Water Cay Islanders,islanders,L,Li,Lit,Litt,y,ay,Cay, Cay,consanent,consanent,16,i,vowel,t,consanent,t,consanent,a,vowel,C,consanent, ,consanent
2417,Ljubuski,Ljubuskici,ci,L,Lj,Lju,Ljub,i,ki,ski,uski,consanent,vowel,8,j,consanent,u,vowel,b,consanent,k,consanent,s,consanent,u,vowel
2418,Ljutomer,Ljutomercani,cani,L,Lj,Lju,Ljut,r,er,mer,omer,consanent,consanent,8,j,consanent,u,vowel,t,consanent,e,vowel,m,consanent,o,vowel
2419,Lobaye,Lobayens,ns,L,Lo,Lob,Loba,e,ye,aye,baye,consanent,vowel,6,o,vowel,b,consanent,a,vowel,y,consanent,a,vowel,b,consanent
2420,Lod,Lodim,im,L,Lo,Lod,Lod,d,od,Lod,d,consanent,consanent,3,o,vowel,d,consanent,,,o,vowel,L,consanent,,
2421,Lodja,Lodjais,is,L,Lo,Lod,Lodj,a,ja,dja,odja,consanent,vowel,5,o,vowel,d,consanent,j,consanent,j,consanent,d,consanent,o,vowel
2422,Loei,Loeians,ans,L,Lo,Loe,Loei,i,ei,oei,Loei,consanent,vowel,4,o,vowel,e,vowel,i,vowel,e,vowel,o,vowel,L,consanent
2423,Logar,Logari,i,L,Lo,Log,Loga,r,ar,gar,ogar,consanent,consanent,5,o,vowel,g,consanent,a,vowel,a,vowel,g,consanent,o,vowel
2424,Loja,Lojanos,nos,L,Lo,Loj,Loja,a,ja,oja,Loja,consanent,vowel,4,o,vowel,j,consanent,a,vowel,j,consanent,o,vowel,L,consanent
2425,Lokoja,Lokojans,ns,L,Lo,Lok,Loko,a,ja,oja,koja,consanent,vowel,6,o,vowel,k,consanent,o,vowel,j,consanent,o,vowel,k,consanent
2426,Lokossa,Lokossans,ns,L,Lo,Lok,Loko,a,sa,ssa,ossa,consanent,vowel,7,o,vowel,k,consanent,o,vowel,s,consanent,s,consanent,o,vowel
2427,Loksa,Loksalians,lians,L,Lo,Lok,Loks,a,sa,ksa,oksa,consanent,vowel,5,o,vowel,k,consanent,s,consanent,s,consanent,k,consanent,o,vowel
2428,Lola,Lolans,ns,L,Lo,Lol,Lola,a,la,ola,Lola,consanent,vowel,4,o,vowel,l,consanent,a,vowel,l,consanent,o,vowel,L,consanent
2429,Long Beach,Long Beachers,ers,L,Lo,Lon,Long,h,ch,ach,each,consanent,consanent,10,o,vowel,n,consanent,g,consanent,c,consanent,a,vowel,e,vowel
2430,Long Island,Long Islanders,ers,L,Lo,Lon,Long,d,nd,and,land,consanent,consanent,11,o,vowel,n,consanent,g,consanent,n,consanent,a,vowel,l,consanent
2431,Long Xuyen,Long Xuyeners,ers,L,Lo,Lon,Long,n,en,yen,uyen,consanent,consanent,10,o,vowel,n,consanent,g,consanent,e,vowel,y,consanent,u,vowel
2432,Longford,Longfordians,ians,L,Lo,Lon,Long,d,rd,ord,ford,consanent,consanent,8,o,vowel,n,consanent,g,consanent,r,consanent,o,vowel,f,consanent
2433,Loni,Lonikar,kar,L,Lo,Lon,Loni,i,ni,oni,Loni,consanent,vowel,4,o,vowel,n,consanent,i,vowel,n,consanent,o,vowel,L,consanent
2434,Lop Buri,Lop Burians,ans,L,Lo,Lop,Lop ,i,ri,uri,Buri,consanent,vowel,8,o,vowel,p,consanent, ,consanent,r,consanent,u,vowel,B,consanent
2435,Loski Potok,Loski Potokcani,cani,L,Lo,Los,Losk,k,ok,tok,otok,consanent,consanent,11,o,vowel,s,consanent,k,consanent,o,vowel,t,consanent,o,vowel
2436,Louga,Lougais,is,L,Lo,Lou,Loug,a,ga,uga,ouga,consanent,vowel,5,o,vowel,u,vowel,g,consanent,g,consanent,u,vowel,o,vowel
2437,Louisiana,Louisianans,ns,L,Lo,Lou,Loui,a,na,ana,iana,consanent,vowel,9,o,vowel,u,vowel,i,vowel,n,consanent,a,vowel,i,vowel
2438,Loum,Loumois,ois,L,Lo,Lou,Loum,m,um,oum,Loum,consanent,consanent,4,o,vowel,u,vowel,m,consanent,u,vowel,o,vowel,L,consanent
2439,Lovech,Lovechians,ians,L,Lo,Lov,Love,h,ch,ech,vech,consanent,consanent,6,o,vowel,v,consanent,e,vowel,c,consanent,e,vowel,v,consanent
2440,Lower Niumi,Lower Niumians,ans,L,Lo,Low,Lowe,i,mi,umi,iumi,consanent,vowel,11,o,vowel,w,consanent,e,vowel,m,consanent,u,vowel,i,vowel
2441,Lower River,Lower Riverians,ians,L,Lo,Low,Lowe,r,er,ver,iver,consanent,consanent,11,o,vowel,w,consanent,e,vowel,e,vowel,v,consanent,i,vowel
2442,Lowestoft,Lowestoftian,ian,L,Lo,Low,Lowe,t,ft,oft,toft,consanent,consanent,9,o,vowel,w,consanent,e,vowel,f,consanent,o,vowel,t,consanent
2443,Loznica,Loznicani,ni,L,Lo,Loz,Lozn,a,ca,ica,nica,consanent,vowel,7,o,vowel,z,consanent,n,consanent,c,consanent,i,vowel,n,consanent
2444,Lu'an,Lu'aner,er,L,Lu,Lu',Lu'a,n,an,'an,u'an,consanent,consanent,5,u,vowel,',consanent,a,vowel,a,vowel,',consanent,u,vowel
2445,Luanshya,Luanshyans,ns,L,Lu,Lua,Luan,a,ya,hya,shya,consanent,vowel,8,u,vowel,a,vowel,n,consanent,y,consanent,h,consanent,s,consanent
2446,Lubbecke,Lubbeckers,rs,L,Lu,Lub,Lubb,e,ke,cke,ecke,consanent,vowel,8,u,vowel,b,consanent,b,consanent,k,consanent,c,consanent,e,vowel
2447,Lubbock,Lubbockites,ites,L,Lu,Lub,Lubb,k,ck,ock,bock,consanent,consanent,7,u,vowel,b,consanent,b,consanent,c,consanent,o,vowel,b,consanent
2448,Lubeck,Lubeckers,ers,L,Lu,Lub,Lube,k,ck,eck,beck,consanent,consanent,6,u,vowel,b,consanent,e,vowel,c,consanent,e,vowel,b,consanent
2449,Lublin,Lublinians,ians,L,Lu,Lub,Lubl,n,in,lin,blin,consanent,consanent,6,u,vowel,b,consanent,l,consanent,i,vowel,l,consanent,b,consanent
2450,Lubumbashi,Lubumbashians,ans,L,Lu,Lub,Lubu,i,hi,shi,ashi,consanent,vowel,10,u,vowel,b,consanent,u,vowel,h,consanent,s,consanent,a,vowel
2451,Lubusz,Lubuszans,ans,L,Lu,Lub,Lubu,z,sz,usz,busz,consanent,consanent,6,u,vowel,b,consanent,u,vowel,s,consanent,u,vowel,b,consanent
2452,Lucan,Lucanians,ians,L,Lu,Luc,Luca,n,an,can,ucan,consanent,consanent,5,u,vowel,c,consanent,a,vowel,a,vowel,c,consanent,u,vowel
2453,Lucban,Lucbanenos,enos,L,Lu,Luc,Lucb,n,an,ban,cban,consanent,consanent,6,u,vowel,c,consanent,b,consanent,a,vowel,b,consanent,c,consanent
2454,Lucea,Luceans,ns,L,Lu,Luc,Luce,a,ea,cea,ucea,consanent,vowel,5,u,vowel,c,consanent,e,vowel,e,vowel,c,consanent,u,vowel
2455,Lucenec,Lucenecans,ans,L,Lu,Luc,Luce,c,ec,nec,enec,consanent,consanent,7,u,vowel,c,consanent,e,vowel,e,vowel,n,consanent,e,vowel
2456,Lucerne,Lucerners,rs,L,Lu,Luc,Luce,e,ne,rne,erne,consanent,vowel,7,u,vowel,c,consanent,e,vowel,n,consanent,r,consanent,e,vowel
2457,Lucknow,Lucknowite,ite,L,Lu,Luc,Luck,w,ow,now,know,consanent,consanent,7,u,vowel,c,consanent,k,consanent,o,vowel,n,consanent,k,consanent
2458,Ludenscheid,Ludenscheiders,ers,L,Lu,Lud,Lude,d,id,eid,heid,consanent,consanent,11,u,vowel,d,consanent,e,vowel,i,vowel,e,vowel,h,consanent
2459,Luderitz,Luderitzers,ers,L,Lu,Lud,Lude,z,tz,itz,ritz,consanent,consanent,8,u,vowel,d,consanent,e,vowel,t,consanent,i,vowel,r,consanent
2460,Ludwigshafen,Ludwigshafeners,ers,L,Lu,Lud,Ludw,n,en,fen,afen,consanent,consanent,12,u,vowel,d,consanent,w,consanent,e,vowel,f,consanent,a,vowel
2461,Ludza,Ludzans,ns,L,Lu,Lud,Ludz,a,za,dza,udza,consanent,vowel,5,u,vowel,d,consanent,z,consanent,z,consanent,d,consanent,u,vowel
2462,Lugoj,Lugojeni,eni,L,Lu,Lug,Lugo,j,oj,goj,ugoj,consanent,consanent,5,u,vowel,g,consanent,o,vowel,o,vowel,g,consanent,u,vowel
2463,Lukashya,Lukashyans,ns,L,Lu,Luk,Luka,a,ya,hya,shya,consanent,vowel,8,u,vowel,k,consanent,a,vowel,y,consanent,h,consanent,s,consanent
2464,Lukovica,Lukovicani,ni,L,Lu,Luk,Luko,a,ca,ica,vica,consanent,vowel,8,u,vowel,k,consanent,o,vowel,c,consanent,i,vowel,v,consanent
2465,Lulea,Luleasians,sians,L,Lu,Lul,Lule,a,ea,lea,ulea,consanent,vowel,5,u,vowel,l,consanent,e,vowel,e,vowel,l,consanent,u,vowel
2466,Luliang,Lulianger,er,L,Lu,Lul,Luli,g,ng,ang,iang,consanent,consanent,7,u,vowel,l,consanent,i,vowel,n,consanent,a,vowel,i,vowel
2467,Lunen,Luneners,ers,L,Lu,Lun,Lune,n,en,nen,unen,consanent,consanent,5,u,vowel,n,consanent,e,vowel,e,vowel,n,consanent,u,vowel
2468,Luoyang,Luoyanger,er,L,Lu,Luo,Luoy,g,ng,ang,yang,consanent,consanent,7,u,vowel,o,vowel,y,consanent,n,consanent,a,vowel,y,consanent
2469,Lusaka,Lusakans,ns,L,Lu,Lus,Lusa,a,ka,aka,saka,consanent,vowel,6,u,vowel,s,consanent,a,vowel,k,consanent,a,vowel,s,consanent
2470,Lustenau,Lustenauers,ers,L,Lu,Lus,Lust,u,au,nau,enau,consanent,vowel,8,u,vowel,s,consanent,t,consanent,a,vowel,n,consanent,e,vowel
2471,Luton,Lutonian,ian,L,Lu,Lut,Luto,n,on,ton,uton,consanent,consanent,5,u,vowel,t,consanent,o,vowel,o,vowel,t,consanent,u,vowel
2472,Lutsk,Lutskians,ians,L,Lu,Lut,Luts,k,sk,tsk,utsk,consanent,consanent,5,u,vowel,t,consanent,s,consanent,s,consanent,t,consanent,u,vowel
2473,Luxor,Luxorites,ites,L,Lu,Lux,Luxo,r,or,xor,uxor,consanent,consanent,5,u,vowel,x,consanent,o,vowel,o,vowel,x,consanent,u,vowel
2474,Lviv,Lvivans,ans,L,Lv,Lvi,Lviv,v,iv,viv,Lviv,consanent,consanent,4,v,consanent,i,vowel,v,consanent,i,vowel,v,consanent,L,consanent
2475,Lyakhovichi,Lyakhovichians,ans,L,Ly,Lya,Lyak,i,hi,chi,ichi,consanent,vowel,11,y,consanent,a,vowel,k,consanent,h,consanent,c,consanent,i,vowel
2476,Lycksele,Lyckseles,s,L,Ly,Lyc,Lyck,e,le,ele,sele,consanent,vowel,8,y,consanent,c,consanent,k,consanent,l,consanent,e,vowel,s,consanent
2477,Lyepyel,Lyepyelians,ians,L,Ly,Lye,Lyep,l,el,yel,pyel,consanent,consanent,7,y,consanent,e,vowel,p,consanent,e,vowel,y,consanent,p,consanent
2478,Lyngby-Taarbaek,Lyngby-Taarbaekers,ers,L,Ly,Lyn,Lyng,k,ek,aek,baek,consanent,consanent,15,y,consanent,n,consanent,g,consanent,e,vowel,a,vowel,b,consanent
2479,Lyuban,Lyubanians,ians,L,Ly,Lyu,Lyub,n,an,ban,uban,consanent,consanent,6,y,consanent,u,vowel,b,consanent,a,vowel,b,consanent,u,vowel
2480,Maafushi,Maafushians,ans,M,Ma,Maa,Maaf,i,hi,shi,ushi,consanent,vowel,8,a,vowel,a,vowel,f,consanent,h,consanent,s,consanent,u,vowel
2481,Maalhos,Maalhosians,ians,M,Ma,Maa,Maal,s,os,hos,lhos,consanent,consanent,7,a,vowel,a,vowel,l,consanent,o,vowel,h,consanent,l,consanent
2482,Maamigili,Maamigilians,ans,M,Ma,Maa,Maam,i,li,ili,gili,consanent,vowel,9,a,vowel,a,vowel,m,consanent,l,consanent,i,vowel,g,consanent
2483,Ma'an,Ma'ani,i,M,Ma,Ma',Ma'a,n,an,'an,a'an,consanent,consanent,5,a,vowel,',consanent,a,vowel,a,vowel,',consanent,a,vowel
2484,Maarandhoo,Maarandhoons,ns,M,Ma,Maa,Maar,o,oo,hoo,dhoo,consanent,vowel,10,a,vowel,a,vowel,r,consanent,o,vowel,h,consanent,d,consanent
2485,Maardu,Maarduans,ans,M,Ma,Maa,Maar,u,du,rdu,ardu,consanent,vowel,6,a,vowel,a,vowel,r,consanent,d,consanent,r,consanent,a,vowel
2486,Maasin,Maasinenos,enos,M,Ma,Maa,Maas,n,in,sin,asin,consanent,consanent,6,a,vowel,a,vowel,s,consanent,i,vowel,s,consanent,a,vowel
2487,Mabaruma,Mabarumans,ns,M,Ma,Mab,Maba,a,ma,uma,ruma,consanent,vowel,8,a,vowel,b,consanent,a,vowel,m,consanent,u,vowel,r,consanent
2488,Macapa,Macapaenses,enses,M,Ma,Mac,Maca,a,pa,apa,capa,consanent,vowel,6,a,vowel,c,consanent,a,vowel,p,consanent,a,vowel,c,consanent
2489,Macas,Macasenos,enos,M,Ma,Mac,Maca,s,as,cas,acas,consanent,consanent,5,a,vowel,c,consanent,a,vowel,a,vowel,c,consanent,a,vowel
2490,Macclesfield,Macclesfielder,er,M,Ma,Mac,Macc,d,ld,eld,ield,consanent,consanent,12,a,vowel,c,consanent,c,consanent,l,consanent,e,vowel,i,vowel
2491,Maceio,Maceioenses,enses,M,Ma,Mac,Mace,o,io,eio,ceio,consanent,vowel,6,a,vowel,c,consanent,e,vowel,i,vowel,e,vowel,c,consanent
2492,Macenta,Macentans,ns,M,Ma,Mac,Mace,a,ta,nta,enta,consanent,vowel,7,a,vowel,c,consanent,e,vowel,t,consanent,n,consanent,e,vowel
2493,Machakos,Machakosans,ans,M,Ma,Mac,Mach,s,os,kos,akos,consanent,consanent,8,a,vowel,c,consanent,h,consanent,o,vowel,k,consanent,a,vowel
2494,Machida,Machidans,ns,M,Ma,Mac,Mach,a,da,ida,hida,consanent,vowel,7,a,vowel,c,consanent,h,consanent,d,consanent,i,vowel,h,consanent
2495,Macomia,Macomians,ns,M,Ma,Mac,Maco,a,ia,mia,omia,consanent,vowel,7,a,vowel,c,consanent,o,vowel,i,vowel,m,consanent,o,vowel
2496,Macon,Maconites,ites,M,Ma,Mac,Maco,n,on,con,acon,consanent,consanent,5,a,vowel,c,consanent,o,vowel,o,vowel,c,consanent,a,vowel
2497,Macroom,Macroomians,ians,M,Ma,Mac,Macr,m,om,oom,room,consanent,consanent,7,a,vowel,c,consanent,r,consanent,o,vowel,o,vowel,r,consanent
2498,Macul,Maculenos,enos,M,Ma,Mac,Macu,l,ul,cul,acul,consanent,consanent,5,a,vowel,c,consanent,u,vowel,u,vowel,c,consanent,a,vowel
2499,Madaripur,Madaripuri,i,M,Ma,Mad,Mada,r,ur,pur,ipur,consanent,consanent,9,a,vowel,d,consanent,a,vowel,u,vowel,p,consanent,i,vowel
2500,Madhya Pradesh,Madhya Pradeshis,is,M,Ma,Mad,Madh,h,sh,esh,desh,consanent,consanent,14,a,vowel,d,consanent,h,consanent,s,consanent,e,vowel,d,consanent
2501,Madison,Madisonians,ians,M,Ma,Mad,Madi,n,on,son,ison,consanent,consanent,7,a,vowel,d,consanent,i,vowel,o,vowel,s,consanent,i,vowel
2502,Madurai,Maduraiite,ite,M,Ma,Mad,Madu,i,ai,rai,urai,consanent,vowel,7,a,vowel,d,consanent,u,vowel,a,vowel,r,consanent,u,vowel
2503,Mae Hong Son,Mae Hong Sonians,ians,M,Ma,Mae,Mae ,n,on,Son, Son,consanent,consanent,12,a,vowel,e,vowel, ,consanent,o,vowel,S,consanent, ,consanent
2504,Mae Sot,Mae Sotians,ians,M,Ma,Mae,Mae ,t,ot,Sot, Sot,consanent,consanent,7,a,vowel,e,vowel, ,consanent,o,vowel,S,consanent, ,consanent
2505,Maebashi,Maebashians,ans,M,Ma,Mae,Maeb,i,hi,shi,ashi,consanent,vowel,8,a,vowel,e,vowel,b,consanent,h,consanent,s,consanent,a,vowel
2506,Mafraq,Mafraqi,i,M,Ma,Maf,Mafr,q,aq,raq,fraq,consanent,consanent,6,a,vowel,f,consanent,r,consanent,a,vowel,r,consanent,f,consanent
2507,Magangue,Maganguenses,nses,M,Ma,Mag,Maga,e,ue,gue,ngue,consanent,vowel,8,a,vowel,g,consanent,a,vowel,u,vowel,g,consanent,n,consanent
2508,Magdeburg,Magdeburgers,ers,M,Ma,Mag,Magd,g,rg,urg,burg,consanent,consanent,9,a,vowel,g,consanent,d,consanent,r,consanent,u,vowel,b,consanent
2509,Maghama,Maghamais,is,M,Ma,Mag,Magh,a,ma,ama,hama,consanent,vowel,7,a,vowel,g,consanent,h,consanent,m,consanent,a,vowel,h,consanent
2510,Maglaj,Maglajci,ci,M,Ma,Mag,Magl,j,aj,laj,glaj,consanent,consanent,6,a,vowel,g,consanent,l,consanent,a,vowel,l,consanent,g,consanent
2511,Magnitogorsk,Magnitogorskans,ans,M,Ma,Mag,Magn,k,sk,rsk,orsk,consanent,consanent,12,a,vowel,g,consanent,n,consanent,s,consanent,r,consanent,o,vowel
